DAY,HOUR,MONTH,NumericMachine_ID,NumericSensor_ID,NormalizedReading
1,4,1,2,1,-1.223991025643806
1,4,1,2,2,0.788229921438038
1,4,1,2,3,1.3328883784737546
1,4,1,3,1,-0.09784216747349704
1,4,1,3,2,0.9795687127400176
1,4,1,3,3,0.33655707837800325
1,4,1,4,1,-0.6719471014435072
1,4,1,4,2,0.33631624130995286
1,4,1,4,3,1.515000636530591
1,4,1,5,1,-0.06159524527855038
1,4,1,5,2,1.5416539335492934
1,4,1,5,3,-2.6500017188439795
1,5,1,1,1,0.7976228875990903
1,5,1,1,2,0.061491251817082114
1,5,1,1,3,-0.32523361509738974
1,5,1,2,1,0.06621314625900558
1,5,1,2,2,-2.016727649433579
1,5,1,2,3,-0.24576037313957685
1,5,1,3,1,0.33202576910680653
1,5,1,3,2,1.454753667235777
1,5,1,3,3,-0.5448772696290444
1,5,1,4,1,-0.835604675804656
1,5,1,4,2,-0.5283354170440654
1,5,1,4,3,0.89128487867735
1,5,1,5,1,0.30361505282214957
1,5,1,5,2,-0.5563872094082528
1,5,1,5,3,0.488451819801038
1,6,1,1,1,0.07153915253875638
1,6,1,1,2,0.94462021668167
1,6,1,1,3,-0.72897931500283
1,6,1,2,1,-0.353938175086031
1,6,1,2,2,-0.4184961029135271
1,6,1,2,3,-1.4917635754075134
1,6,1,3,1,0.270927551316499
1,6,1,3,2,0.23580165017306123
1,6,1,3,3,-0.020584651229282633
1,6,1,4,1,-0.26070152150125475
1,6,1,4,2,-1.4435357588417779
1,6,1,4,3,-0.44708283212533745
1,6,1,5,1,-0.36901668597856807
1,6,1,5,2,-0.8293775464276543
1,6,1,5,3,-0.18727279958617324
1,7,1,1,1,0.3790455706100541
1,7,1,1,2,1.8637545909534499
1,7,1,1,3,0.14917400822107255
1,7,1,2,1,0.23229068190177918
1,7,1,2,2,-0.1002821918242347
1,7,1,2,3,-1.9478104713946798
1,7,1,3,1,-0.05226690948466756
1,7,1,3,2,0.0346278215503284
1,7,1,3,3,2.441812957068103
1,7,1,4,1,-0.218402020087307
1,7,1,4,2,0.2763640415940858
1,7,1,4,3,-0.06047904075824168
1,7,1,5,1,-1.1964146311778
1,7,1,5,2,1.1191005296516945
1,7,1,5,3,0.7275319021944241
1,8,1,1,1,0.7666987183694293
1,8,1,1,2,-0.9366737467923614
1,8,1,1,3,1.3795235101540173
1,8,1,2,1,-1.4299926003943773
1,8,1,2,2,0.562169281269198
1,8,1,2,3,2.1685527309328627
1,8,1,3,1,-1.0179635457442235
1,8,1,3,2,-0.5929881887822007
1,8,1,3,3,0.07411743814082453
1,8,1,4,1,-0.5300570122309981
1,8,1,4,2,-1.579063406290402
1,8,1,4,3,0.042975057658297004
1,8,1,5,1,-1.0898555704399413
1,8,1,5,2,0.4487079150305406
1,8,1,5,3,-0.9467279567813355
1,9,1,1,1,1.5269191376731808
1,9,1,1,2,-0.8103205312175176
1,9,1,1,3,-0.34832781826045806
1,9,1,2,1,0.7892230381370681
1,9,1,2,2,-1.2587089068893558
1,9,1,2,3,0.20214796866218304
1,9,1,3,1,1.28370583853863
1,9,1,3,2,-1.6359818868986833
1,9,1,3,3,0.15924751793054026
1,9,1,4,1,0.2346271360371305
1,9,1,4,2,0.757473650000824
1,9,1,4,3,-1.2648058713776669
1,9,1,5,1,-1.3484567955807145
1,9,1,5,2,0.49714101638967334
1,9,1,5,3,0.2717934486539499
1,10,1,1,1,0.2252208849230064
1,10,1,1,2,0.321342886639784
1,10,1,1,3,-0.7069126867429664
1,10,1,2,1,0.20695005639129224
1,10,1,2,2,0.2678744545284764
1,10,1,2,3,-0.7412989972532361
1,10,1,3,1,1.8433077530873694
1,10,1,3,2,0.44894882295882405
1,10,1,3,3,-1.219079383664074
1,10,1,4,1,0.6319868357836411
1,10,1,4,2,-1.0020813565749815
1,10,1,4,3,0.7627445198455207
1,10,1,5,1,1.134900686193528
1,10,1,5,2,-0.847814559010705
1,10,1,5,3,0.9393422051322823
1,11,1,1,1,0.38779080196215887
1,11,1,1,2,0.7977808170137661
1,11,1,1,3,1.8743800933718056
1,11,1,2,1,-0.2715212618458259
1,11,1,2,2,-0.7807521417982279
1,11,1,2,3,-0.9167662087837241
1,11,1,3,1,-0.8429340645217835
1,11,1,3,2,-0.10294259770301728
1,11,1,3,3,0.31603745416014933
1,11,1,4,1,0.2514643310369916
1,11,1,4,2,0.8029128031581783
1,11,1,4,3,-0.01268251640375131
1,11,1,5,1,1.4303513944845296
1,11,1,5,2,-0.2908234424383075
1,11,1,5,3,2.6991862080692717
1,12,1,1,1,0.6010469357455108
1,12,1,1,2,-0.8843531424403366
1,12,1,1,3,-1.098459270638641
1,12,1,2,1,0.45760332122032366
1,12,1,2,2,-0.249557854156853
1,12,1,2,3,0.6895334873880326
1,12,1,3,1,0.4483524927887035
1,12,1,3,2,-0.09866238051798916
1,12,1,3,3,-0.8739713055499295
1,12,1,4,1,-1.543184999064065
1,12,1,4,2,-0.472997388374677
1,12,1,4,3,0.8321790861372724
1,12,1,5,1,0.1887585655579932
1,12,1,5,2,-1.273609201164466
1,12,1,5,3,0.14777469531201998
1,13,1,1,1,0.360279559701196
1,13,1,1,2,-0.911099391041999
1,13,1,1,3,0.12828508711381928
1,13,1,2,1,0.032602819396468995
1,13,1,2,2,-1.1706622455894888
1,13,1,2,3,0.3327017298272708
1,13,1,3,1,0.5360514344534039
1,13,1,3,2,1.0592251549591123
1,13,1,3,3,1.02992516769543
1,13,1,4,1,-1.405768909992651
1,13,1,4,2,-0.9651607185461549
1,13,1,4,3,0.4902227240365816
1,13,1,5,1,0.4889712380929645
1,13,1,5,2,0.4902351647018145
1,13,1,5,3,3.833715416455814
1,14,1,1,1,0.5461749695141309
1,14,1,1,2,1.1118307520175572
1,14,1,1,3,0.9299515592236589
1,14,1,2,1,0.6268155131567694
1,14,1,2,2,-0.34152375077700037
1,14,1,2,3,0.734580309520485
1,14,1,3,1,-0.799874343313749
1,14,1,3,2,-0.2629368701936655
1,14,1,3,3,-0.511913451235294
1,14,1,4,1,0.05630933930716951
1,14,1,4,2,2.292971371022714
1,14,1,4,3,-1.8962149998452609
1,14,1,5,1,0.6617450079830819
1,14,1,5,2,-1.6412236108777323
1,14,1,5,3,-0.49845844282827795
1,15,1,1,1,1.065134753967941
1,15,1,1,2,0.038684663877211284
1,15,1,1,3,-1.105323450639439
1,15,1,2,1,-0.7422529423001912
1,15,1,2,2,0.6550709960968927
1,15,1,2,3,-0.7573420240471278
1,15,1,3,1,0.19112751796029778
1,15,1,3,2,0.019943994796438352
1,15,1,3,3,-0.6784389490802554
1,15,1,4,1,2.1219604193686092
1,15,1,4,2,0.6093129407145637
1,15,1,4,3,-2.054366574470105
1,15,1,5,1,0.16107113569507375
1,15,1,5,2,-0.6886427561427262
1,15,1,5,3,0.8282067399248453
1,16,1,1,1,-0.819604071787583
1,16,1,1,2,-0.14064268877654248
1,16,1,1,3,0.4801572857925282
1,16,1,2,1,0.8415517349406222
1,16,1,2,2,-1.228087911212598
1,16,1,2,3,-0.36078914155408376
1,16,1,3,1,-0.5014771215528163
1,16,1,3,2,-0.6801708365467012
1,16,1,3,3,1.7428132592571737
1,16,1,4,1,0.3799780413407324
1,16,1,4,2,-1.2887806789237017
1,16,1,4,3,0.8937489799360517
1,16,1,5,1,2.100134688728722
1,16,1,5,2,1.0085513212966828
1,16,1,5,3,-1.5477155948305499
1,17,1,1,1,-0.5107820147498416
1,17,1,1,2,1.243404364516754
1,17,1,1,3,-0.7346054405152316
1,17,1,2,1,0.41888320673206664
1,17,1,2,2,0.7502723470647631
1,17,1,2,3,-0.9542472299649969
1,17,1,3,1,-0.08533572006688178
1,17,1,3,2,-3.2726033323687185
1,17,1,3,3,-1.0518736504327377
1,17,1,4,1,-0.2787137665711236
1,17,1,4,2,-1.2756571548662685
1,17,1,4,3,1.6095392715474275
1,17,1,5,1,-1.4583320464371818
1,17,1,5,2,-0.46651568595691373
1,17,1,5,3,0.10526064196758488
1,18,1,1,1,1.4180693134795939
1,18,1,1,2,-1.4640627547376273
1,18,1,1,3,1.139476792739494
1,18,1,2,1,-0.015456155800982026
1,18,1,2,2,-1.0089201935921785
1,18,1,2,3,0.437199006160054
1,18,1,3,1,0.17369840785585872
1,18,1,3,2,-0.6269662426236497
1,18,1,3,3,0.04421631976482898
1,18,1,4,1,-0.41168974675722814
1,18,1,4,2,0.0880074989032702
1,18,1,4,3,0.6375735871806266
1,18,1,5,1,1.5630642119562286
1,18,1,5,2,-1.2656721611756667
1,18,1,5,3,2.111030756414622
1,19,1,1,1,-1.9811849154513348
1,19,1,1,2,-0.17775568354242824
1,19,1,1,3,0.5636319296839316
1,19,1,2,1,0.25577286896825496
1,19,1,2,2,-0.6494879301630833
1,19,1,2,3,-0.23419067777784885
1,19,1,3,1,-0.5195641016674699
1,19,1,3,2,-0.616095275883228
1,19,1,3,3,0.8253705852306624
1,19,1,4,1,0.3319285149547819
1,19,1,4,2,-0.7198199371681056
1,19,1,4,3,0.8754551931659761
1,19,1,5,1,0.2821262097593327
1,19,1,5,2,0.7885668019179486
1,19,1,5,3,0.6050153097027684
1,20,1,1,1,-0.8561416879651305
1,20,1,1,2,-0.5868608767199351
1,20,1,1,3,0.7228844174872646
1,20,1,2,1,0.5857232874663281
1,20,1,2,2,-0.0466448813320415
1,20,1,2,3,0.0918241537305482
1,20,1,3,1,1.2541767868021274
1,20,1,3,2,-0.6183057399610125
1,20,1,3,3,0.5223405192332642
1,20,1,4,1,-0.22825078211372402
1,20,1,4,2,-0.2437662313717707
1,20,1,4,3,1.0749780739267325
1,20,1,5,1,0.8011428345920742
1,20,1,5,2,0.7892154436017176
1,20,1,5,3,1.2820390016874241
1,21,1,1,1,-0.004666669921823618
1,21,1,1,2,0.657430308695603
1,21,1,1,3,-0.33651257507107546
1,21,1,2,1,0.29902233345156054
1,21,1,2,2,-0.15607605784316186
1,21,1,2,3,0.07145742649852584
1,21,1,3,1,0.5704836271284045
1,21,1,3,2,-0.8453486488504534
1,21,1,3,3,2.070314068679651
1,21,1,4,1,-1.0334714875626339
1,21,1,4,2,-1.2420042430884872
1,21,1,4,3,1.1344151389138304
1,21,1,5,1,0.7673305606870747
1,21,1,5,2,0.5994967174861721
1,21,1,5,3,0.6037297483211546
1,22,1,1,1,-0.037975029667173955
1,22,1,1,2,-0.9245195923504804
1,22,1,1,3,0.050229217269418605
1,22,1,2,1,-0.7040447045796953
1,22,1,2,2,0.9511062040428799
1,22,1,2,3,-0.17301975954194926
1,22,1,3,1,-0.8526377992950125
1,22,1,3,2,-0.3476509702856545
1,22,1,3,3,0.3879415907172413
1,22,1,4,1,-0.5904105432305639
1,22,1,4,2,-0.8493553073543295
1,22,1,4,3,0.21840342693637782
1,22,1,5,1,0.2196850083756159
1,22,1,5,2,-0.5335305554178313
1,22,1,5,3,-0.49756333084014553
1,23,1,1,1,0.20674594272487037
1,23,1,1,2,-1.476306170937743
1,23,1,1,3,-1.435615059393148
1,23,1,2,1,-0.7453989083181621
1,23,1,2,2,-0.23952482671620834
1,23,1,2,3,0.2857405204551845
1,23,1,3,1,1.4522114320804487
1,23,1,3,2,0.8334421046565142
1,23,1,3,3,-0.18592327827674235
1,23,1,4,1,-0.04475622098164892
1,23,1,4,2,-1.0299774131747812
1,23,1,4,3,-0.04425227540265027
1,23,1,5,1,-0.3148669312793585
1,23,1,5,2,0.2975720269674534
1,23,1,5,3,-0.8543745569966912
2,0,1,1,1,0.4945414582722381
2,0,1,1,2,1.5096937828039416
2,0,1,1,3,-0.13465601693191356
2,0,1,2,1,0.3767023735949267
2,0,1,2,2,0.6656355541917232
2,0,1,2,3,-0.42762424673617216
2,0,1,3,1,0.19877466772222538
2,0,1,3,2,-0.013092718649792823
2,0,1,3,3,0.07213874122056695
2,0,1,4,1,-0.8000592331672022
2,0,1,4,2,-0.0011542479612866878
2,0,1,4,3,0.4731561605087898
2,0,1,5,1,1.4279567736715042
2,0,1,5,2,0.9352297724260805
2,0,1,5,3,2.131214831529777
2,1,1,1,1,-0.794387178803946
2,1,1,1,2,0.8481285794826988
2,1,1,1,3,0.15795342161766493
2,1,1,2,1,2.1678989048304618
2,1,1,2,2,-0.8354090190649747
2,1,1,2,3,-0.8668871481643996
2,1,1,3,1,-0.6261405794923427
2,1,1,3,2,-2.153291213499328
2,1,1,3,3,-0.5523750716519137
2,1,1,4,1,-0.7861580109164048
2,1,1,4,2,0.12494798224982857
2,1,1,4,3,0.316642504069578
2,1,1,5,1,1.8537221361248786
2,1,1,5,2,0.9263674202494611
2,1,1,5,3,-0.6036125338102521
2,2,1,1,1,-0.9256819072682133
2,2,1,1,2,0.4670664833594068
2,2,1,1,3,-1.3482330015350026
2,2,1,2,1,1.808932412753094
2,2,1,2,2,1.1557814279481629
2,2,1,2,3,-0.49569744251647485
2,2,1,3,1,-1.7418166626110765
2,2,1,3,2,1.3305166122395904
2,2,1,3,3,-0.14044575113998078
2,2,1,4,1,1.2142589992417534
2,2,1,4,2,-1.6229036379360628
2,2,1,4,3,-0.6261229263976855
2,2,1,5,1,-0.02045418196462756
2,2,1,5,2,0.021355195194588304
2,2,1,5,3,-0.47655407385901494
2,3,1,1,1,0.5982246274138608
2,3,1,1,2,-1.0951815194643826
2,3,1,1,3,-0.1683337391097335
2,3,1,2,1,0.0947975569945697
2,3,1,2,2,0.48962525508052895
2,3,1,2,3,0.6871437283627524
2,3,1,3,1,-1.1523022095947637
2,3,1,3,2,-1.5624854053952588
2,3,1,3,3,1.2541887336239008
2,3,1,4,1,0.30718414271916794
2,3,1,4,2,-0.7754933971386473
2,3,1,4,3,1.528138822693442
2,3,1,5,1,0.09016853443891597
2,3,1,5,2,1.155638243057236
2,3,1,5,3,0.041928750324512605
2,4,1,1,1,2.0386197708399627
2,4,1,1,2,1.732682297808678
2,4,1,1,3,-0.2751035047018561
2,4,1,2,1,0.9475512585238723
2,4,1,2,2,0.6207897648563659
2,4,1,2,3,1.345301427402452
2,4,1,3,1,-0.9923062001609925
2,4,1,3,2,0.6615359151117208
2,4,1,3,3,1.034555630143006
2,4,1,4,1,-1.7875008205962493
2,4,1,4,2,-1.2110204276630117
2,4,1,4,3,-2.068480634509315
2,4,1,5,1,-0.2955816928182239
2,4,1,5,2,0.6930813999547892
2,4,1,5,3,1.4792591587031694
2,5,1,1,1,0.04851647017976193
2,5,1,1,2,1.6057369212164265
2,5,1,1,3,-1.408205223982863
2,5,1,2,1,-1.732047636736834
2,5,1,2,2,-0.08135115503327921
2,5,1,2,3,0.3590254547239963
2,5,1,3,1,-0.05845851625095984
2,5,1,3,2,-2.096739548047817
2,5,1,3,3,-0.11498179964649012
2,5,1,4,1,-1.3324419187004581
2,5,1,4,2,0.6451285592185617
2,5,1,4,3,0.3415279171558611
2,5,1,5,1,-0.967219033369959
2,5,1,5,2,-0.54046632162191
2,5,1,5,3,-1.0867600119666696
2,6,1,1,1,-0.08849493827851314
2,6,1,1,2,0.931094097000124
2,6,1,1,3,-1.0131449130936288
2,6,1,2,1,0.47921488853646566
2,6,1,2,2,-0.5568854878574967
2,6,1,2,3,-0.8199567770871812
2,6,1,3,1,-0.1329232243619238
2,6,1,3,2,-1.0627471824910422
2,6,1,3,3,-0.5803177984176997
2,6,1,4,1,-1.2256651965898946
2,6,1,4,2,1.9424302192003011
2,6,1,4,3,0.00961780479443292
2,6,1,5,1,-0.7266476868750128
2,6,1,5,2,0.1886445344712375
2,6,1,5,3,-0.13823011442444766
2,7,1,1,1,-0.24706033852917703
2,7,1,1,2,0.589526315221366
2,7,1,1,3,0.7331162609166471
2,7,1,2,1,-0.5571294400249268
2,7,1,2,2,-0.6025252337874081
2,7,1,2,3,-0.30123635877562027
2,7,1,3,1,-2.33162582494391
2,7,1,3,2,-1.5435294337082293
2,7,1,3,3,1.3435410854858245
2,7,1,4,1,1.62211748742706
2,7,1,4,2,-0.27517552063006717
2,7,1,4,3,0.5518512626210971
2,7,1,5,1,0.2860837043638456
2,7,1,5,2,3.058520812830011
2,7,1,5,3,1.0958122526906224
2,8,1,1,1,-0.1538467300668979
2,8,1,1,2,-0.9829068849942911
2,8,1,1,3,-1.6349431718195266
2,8,1,2,1,0.17810999633014193
2,8,1,2,2,-0.7833712633830899
2,8,1,2,3,-1.4504306798159408
2,8,1,3,1,-0.6734027546841057
2,8,1,3,2,-1.1091332812634456
2,8,1,3,3,1.6643646510825505
2,8,1,4,1,0.8574638839258651
2,8,1,4,2,-0.03369347539102291
2,8,1,4,3,1.4568073217164224
2,8,1,5,1,0.05179568243636088
2,8,1,5,2,-0.8884869539629359
2,8,1,5,3,1.5000622492970839
2,9,1,1,1,0.5141389630639396
2,9,1,1,2,-1.064754494388123
2,9,1,1,3,-0.21637622134995715
2,9,1,2,1,-0.9028458995035701
2,9,1,2,2,-1.4109081827352352
2,9,1,2,3,0.9020790218470474
2,9,1,3,1,1.8870256742858256
2,9,1,3,2,-1.426703409092241
2,9,1,3,3,0.5382399388914271
2,9,1,4,1,-0.6774795072533798
2,9,1,4,2,-0.5136783468943167
2,9,1,4,3,-0.6191297038346567
2,9,1,5,1,-0.8911982227241191
2,9,1,5,2,0.02289890563884155
2,9,1,5,3,-0.8581001888225018
2,10,1,1,1,0.24521953114676995
2,10,1,1,2,-0.0760323445937018
2,10,1,1,3,-0.2650700084497931
2,10,1,2,1,-0.9348467867173907
2,10,1,2,2,-0.6034799789114752
2,10,1,2,3,0.7309961010654716
2,10,1,3,1,0.47608012604056116
2,10,1,3,2,-1.004959921590137
2,10,1,3,3,0.07379782438183059
2,10,1,4,1,0.7269850448164068
2,10,1,4,2,-1.6980114714723584
2,10,1,4,3,0.518596840188381
2,10,1,5,1,-0.6894815044218756
2,10,1,5,2,0.5458826205813975
2,10,1,5,3,-0.7902916722554751
2,11,1,1,1,-1.8337235692219376
2,11,1,1,2,-1.6560759263896099
2,11,1,1,3,0.022461465985150097
2,11,1,2,1,0.23446656513534606
2,11,1,2,2,-0.9315941107562756
2,11,1,2,3,0.6139944933797223
2,11,1,3,1,-1.6901125586156502
2,11,1,3,2,-0.09190154554063618
2,11,1,3,3,-1.2388263206362178
2,11,1,4,1,-0.6786751187136973
2,11,1,4,2,0.02177399880800857
2,11,1,4,3,-0.8876146055658595
2,11,1,5,1,-0.41093037763983054
2,11,1,5,2,0.9823334171110752
2,11,1,5,3,-0.6036007272023918
2,12,1,1,1,0.8114364432542442
2,12,1,1,2,-1.1573757682241304
2,12,1,1,3,0.5050172834322836
2,12,1,2,1,1.418365157964193
2,12,1,2,2,-2.5016439133573876
2,12,1,2,3,-0.8239861859074734
2,12,1,3,1,0.5523673214147284
2,12,1,3,2,-0.2291049966376749
2,12,1,3,3,0.3460834421473791
2,12,1,4,1,-0.6307410964818841
2,12,1,4,2,0.06103317690710944
2,12,1,4,3,-0.181654583253072
2,12,1,5,1,1.1441031227129408
2,12,1,5,2,0.2291556994965403
2,12,1,5,3,0.31248197744217854
2,13,1,1,1,-0.43829924776134094
2,13,1,1,2,-0.51416002226191
2,13,1,1,3,-0.4590163858666596
2,13,1,2,1,0.36943018639720976
2,13,1,2,2,-0.44742257918505535
2,13,1,2,3,0.264571111262564
2,13,1,3,1,2.0532980917748915
2,13,1,3,2,0.8469305692550884
2,13,1,3,3,-0.3522967149274739
2,13,1,4,1,1.1775930432468569
2,13,1,4,2,-0.4344910525567631
2,13,1,4,3,-2.067371068320056
2,13,1,5,1,-1.0355440100230735
2,13,1,5,2,-1.8997478530344618
2,13,1,5,3,-0.3778309343751215
2,14,1,1,1,-0.007256622453951376
2,14,1,1,2,1.6536417384344206
2,14,1,1,3,0.3017881497035415
2,14,1,2,1,-0.2451880218502013
2,14,1,2,2,0.8051389947579369
2,14,1,2,3,-2.2406823043597646
2,14,1,3,1,0.21031675403725394
2,14,1,3,2,0.7464969422660427
2,14,1,3,3,-1.506861046889927
2,14,1,4,1,1.120033375578324
2,14,1,4,2,0.3133772750001252
2,14,1,4,3,-0.4417161192222519
2,14,1,5,1,0.6081738096404601
2,14,1,5,2,2.2489293083304
2,14,1,5,3,0.15647510804938003
2,15,1,1,1,0.2229446747100633
2,15,1,1,2,-0.48586564498898865
2,15,1,1,3,-0.8770272549138317
2,15,1,2,1,0.8060708456283274
2,15,1,2,2,-0.8832775472199106
2,15,1,2,3,0.045983535740264155
2,15,1,3,1,-0.5041939672350743
2,15,1,3,2,0.45410466625642326
2,15,1,3,3,0.30853457721652616
2,15,1,4,1,1.0136348180423376
2,15,1,4,2,-0.5366091160691768
2,15,1,4,3,-0.29605060660262594
2,15,1,5,1,-1.006170491286326
2,15,1,5,2,-0.4707718380432146
2,15,1,5,3,0.3522487503496542
2,16,1,1,1,0.7325962660219885
2,16,1,1,2,-0.9494738070873203
2,16,1,1,3,0.8454091483072247
2,16,1,2,1,1.332285162939146
2,16,1,2,2,0.38844591398880735
2,16,1,2,3,1.854348194838028
2,16,1,3,1,-0.8008400020005368
2,16,1,3,2,-1.2725232430852436
2,16,1,3,3,-1.807516283020736
2,16,1,4,1,1.4729354549640883
2,16,1,4,2,0.6297950837579801
2,16,1,4,3,-0.08138819125521454
2,16,1,5,1,0.2547478505228046
2,16,1,5,2,-1.1531506359353996
2,16,1,5,3,2.4242924496521345
2,17,1,1,1,0.10373860797207615
2,17,1,1,2,0.08387778875667502
2,17,1,1,3,0.701320051051339
2,17,1,2,1,0.4561375966504267
2,17,1,2,2,0.19856584816949394
2,17,1,2,3,-0.817554235086778
2,17,1,3,1,0.4465801527216759
2,17,1,3,2,1.859585959241076
2,17,1,3,3,1.322049605344746
2,17,1,4,1,1.5702464740280357
2,17,1,4,2,-0.5378104763921547
2,17,1,4,3,-1.0170304231577627
2,17,1,5,1,-0.15171235841777309
2,17,1,5,2,0.030114699693422564
2,17,1,5,3,1.0703847772102233
2,18,1,1,1,-1.7211108664899608
2,18,1,1,2,1.5064996517348046
2,18,1,1,3,-0.1839892940272845
2,18,1,2,1,-0.45332940872764704
2,18,1,2,2,-1.0395690524080965
2,18,1,2,3,-1.6834375961180743
2,18,1,3,1,0.7988931694185442
2,18,1,3,2,0.04773830788200095
2,18,1,3,3,-1.317908121319429
2,18,1,4,1,-1.3230348816851623
2,18,1,4,2,-0.362074833952684
2,18,1,4,3,1.6462130726913577
2,18,1,5,1,-0.28574916350558055
2,18,1,5,2,-1.5314604010668011
2,18,1,5,3,-0.27187682635574384
2,19,1,1,1,-0.2989041881881578
2,19,1,1,2,-2.7272772269088694
2,19,1,1,3,-0.08009614690104065
2,19,1,2,1,-0.25704257497712024
2,19,1,2,2,0.6717084556211267
2,19,1,2,3,1.826460128889041
2,19,1,3,1,1.1028145103156255
2,19,1,3,2,-0.2950626490847781
2,19,1,3,3,-1.1341545647098945
2,19,1,4,1,2.5521218856611614
2,19,1,4,2,0.03361428850529538
2,19,1,4,3,-0.01175350578309631
2,19,1,5,1,-0.04987397261408323
2,19,1,5,2,0.17272177991253
2,19,1,5,3,-0.17031810622400015
2,20,1,1,1,-0.6003652553615944
2,20,1,1,2,-0.5735156417054038
2,20,1,1,3,-0.05851714000633905
2,20,1,2,1,-0.5700755075867335
2,20,1,2,2,-0.7397907471158667
2,20,1,2,3,0.08090807337629827
2,20,1,3,1,-0.28112701634579645
2,20,1,3,2,1.480897936267764
2,20,1,3,3,-2.6812806500803092
2,20,1,4,1,1.0676954482882588
2,20,1,4,2,1.2225422400630208
2,20,1,4,3,-2.1026980103450024
2,20,1,5,1,-0.36898971677680437
2,20,1,5,2,-0.39779292356869467
2,20,1,5,3,-1.43566306295612
2,21,1,1,1,-0.8048744848967047
2,21,1,1,2,-1.1382115348280444
2,21,1,1,3,1.7296065665265246
2,21,1,2,1,0.9115963672738577
2,21,1,2,2,1.2480563753146263
2,21,1,2,3,0.6972183803063424
2,21,1,3,1,-1.1567195471215381
2,21,1,3,2,-0.551138171891197
2,21,1,3,3,0.46451745393853006
2,21,1,4,1,-1.249957226937543
2,21,1,4,2,0.6885296832163613
2,21,1,4,3,-0.266449751742915
2,21,1,5,1,-0.4011787349575724
2,21,1,5,2,0.6864876811165583
2,21,1,5,3,0.41932786094970403
2,22,1,1,1,-0.3873000323193059
2,22,1,1,2,1.1356361856540427
2,22,1,1,3,-1.108647763527805
2,22,1,2,1,0.5912982941255507
2,22,1,2,2,0.5684242894750675
2,22,1,2,3,-0.3357910068399105
2,22,1,3,1,0.30099241865692633
2,22,1,3,2,-1.2789933330748908
2,22,1,3,3,0.8999247587693893
2,22,1,4,1,-0.210930238243479
2,22,1,4,2,-0.549337804911936
2,22,1,4,3,1.025124017951326
2,22,1,5,1,-0.7312738896733071
2,22,1,5,2,-1.4366143137442924
2,22,1,5,3,-1.585039509259958
2,23,1,1,1,0.5813554009621924
2,23,1,1,2,-1.3083600209451425
2,23,1,1,3,1.732134687982318
2,23,1,2,1,-2.1112520155301673
2,23,1,2,2,1.673695560895638
2,23,1,2,3,0.1856769461598617
2,23,1,3,1,-0.12258805864703105
2,23,1,3,2,-0.5715724183915729
2,23,1,3,3,0.37412229287346677
2,23,1,4,1,-0.06340704964046989
2,23,1,4,2,1.0795109624292176
2,23,1,4,3,0.0887190358749997
2,23,1,5,1,0.12485579741863527
2,23,1,5,2,-0.38995067401718947
